Flow Duration,Total Fwd Packets,Total Backward Packets,Total Length of Fwd Packets,Total Length of Bwd Packets,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Min Packet Length,Max Packet Length,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWE Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Avg Fwd Segment Size,Avg Bwd Segment Size,Fwd Header Length.1,Fwd Avg Bytes/Bulk,Fwd Avg Packets/Bulk,Fwd Avg Bulk Rate,Bwd Avg Bytes/Bulk,Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,Init_Win_bytes_forward,Init_Win_bytes_backward,act_data_pkt_fwd,min_seg_size_forward,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
17012.0378184741,47,14,4086.936034249486,2196.1721839819616,126.6499288689816,86.8151412110303,56.80330944054389,23.336392682516163,53.917247733053344,84.91890391911565,126.25724037576288,10.266354627780395,1691.3546043417296,11.103908977432335,816.5617123931805,505.63005523793623,1875.461756781855,88.69267553788681,9294.476911727255,116.88031849373945,319.9104599063903,1616.2101572533427,168.1192188127603,7600.071585015522,589.8256645127638,81.1930652456603,1144.414621108728,159.49378056374957,7,3,0,0,1423.3975025681839,123.15222620419439,16.973654126931347,3.9436009930029403,44.72611165815053,155.95987293665905,48.59316215712723,36.660485358742264,2925.4496678242867,5,4,1,6,46,0,0,0,1.1156386387109098,62.76306997927968,123.36486889354116,97.84109094479454,1166.553617273242,0,0,0,0,0,0,34,4837.116835899783,31,1626.4443804773468,16384,8192,21,67.20348957112427,859.3957778641909,1412.5323660059921,13254.472053943944,869.8971866653147,5024.768395479823,1830.082377451975,4161.609636965949,760.5376020911228,Probe
19816.554391539215,38,16,3539.2231972878812,1278.3921489585991,118.03683461263932,93.70962863577273,133.1795099704966,10.369353563528161,65.74170746765519,60.738919007908606,50.31725835350228,15.418629197882497,2537.744385789325,12.811899484270981,1011.6462287788781,256.7719106583297,5216.198221689579,65.71785715067213,10007.988787321607,772.0622559290064,443.1240101334599,2538.5676020086676,73.07134608155275,10368.444132137593,509.5694767590985,168.929536913094,1303.1101719643807,56.73335205326742,12,1,0,0,341.868125923609,162.79502383537493,10.741263139000482,7.635673628979091,35.903200336890464,269.0312282922423,51.233556903326786,57.81246644344902,638.1889119371706,7,2,2,19,34,0,0,0,0.7297673361286519,91.42200445274679,51.632519766810084,113.39135763771775,665.2312167246012,0,0,0,0,0,0,22,698.6669323741687,10,1115.9704816584813,8192,8192,44,54.328373641577045,4887.82000174393,807.6012624877924,8252.882944656398,512.1947186192502,1434.0673355655517,2361.4379693610676,14762.255675016591,1535.8441939241932,Probe
11406.651613596725,47,38,1141.6183304391982,506.8744036731194,159.69782964724965,71.82754794265509,110.09498084781026,31.965528498177672,86.04054118102708,54.08171751915934,94.61227800852586,10.608982498295752,2532.5514273467197,11.616589477288528,1385.7553712627112,996.0084116711342,4327.537117641208,101.71841072985755,4421.8508835549455,154.3385945673824,395.1870354484071,1527.0096903220956,42.81789488185566,8850.656371970737,302.5783818181766,256.16882115918,1569.913398738949,58.79121491132505,8,2,0,0,639.3105351210761,709.3954433997619,4.045128523903475,1.4221507492566636,46.255721095340775,151.11185429801682,115.65401322717312,34.13735642892583,1236.6006789187004,1,1,1,15,93,0,0,0,1.1602148921554782,80.66578145526378,78.51150782587109,62.35648927976838,311.1090543347532,0,0,0,0,0,0,56,3035.108999924934,10,1195.5651155271698,16384,2048,29,74.47306468279416,3480.792203576849,1103.588505545924,2827.264643087904,150.0006540756281,7011.002529138759,2870.9672588999083,16226.95492027606,1871.8483158743638,Probe
15509.79925950148,51,33,1663.5802310411486,2401.7763650193824,135.88620312923572,53.32443367711643,70.98262110728031,34.4579773448212,82.52711818931637,32.48558387255051,78.55710455511823,30.068462277787702,1360.4309953208262,24.499332172854157,1688.9797563710604,871.9364465104667,5122.298885362145,285.7988926655218,5035.097321293773,189.72814871475373,289.75123588103804,537.0366240929799,98.49019168094968,2123.0298207653336,158.06261585964646,353.4820297187616,2193.450938456899,106.07561339450326,13,1,0,0,823.0966763522532,707.7313632074815,15.32450944512711,12.114443530233553,45.80098338773353,246.09578556608935,67.1250438433448,56.68076003178552,3495.2842669889214,4,2,2,5,107,0,0,0,0.4371715111711539,127.9344561732392,61.86164489405526,97.80972605581007,664.0495758425623,0,0,0,0,0,0,59,2914.678342039625,9,2122.8806549732844,8192,8192,16,92.14520671153204,757.9640464165707,440.6204175166473,12684.969119332141,835.4976394826059,2417.427848144469,633.7642006238315,5007.71516979553,1016.1006343813893,Probe
9528.222478984677,79,17,4590.681177336743,1470.5411957150275,173.0274493768031,46.22356088820471,147.34585363886765,34.29212940420703,87.41712548545942,31.247133059206348,54.80579087732323,19.299666473138117,208.3592666893621,3.143534245294359,377.5448391190757,828.7448139402181,4828.060634644735,92.57268817456138,5070.294673979198,677.9608739255931,193.37456984708385,2887.463766120426,157.8633662583246,4372.868763801013,343.88913757408613,58.02671935499788,2695.435348919328,100.12269463401373,7,7,0,0,464.48746287303373,772.4203092896926,21.788598833218508,3.752544766623125,48.518872524249545,245.81117034655068,46.612401562154055,51.21146571836781,3432.5769107880524,3,2,1,13,37,0,0,0,0.6768065668056936,111.075279384982,66.53670173244606,81.43670727262793,1419.7829260949643,0,0,0,0,0,0,31,973.411694063298,12,969.9702911893261,8192,8192,31,60.83041730999636,4982.590575742733,559.5239573703103,13023.369663588028,307.5624422054425,2676.5480053207325,2243.5676938419147,14591.071517080303,1442.8335755215808,Probe
2398.2974498485833,47,10,2890.9590245374216,314.5296052957102,197.74277158892292,82.56674631576675,113.03846324633014,15.591802644336276,118.64702806857682,60.21348476558091,72.27838163166038,12.215022528006433,1227.9666179427184,19.054913967792285,1077.2306811532444,613.0398187171841,5004.125228811326,112.9764191337873,2998.165194119119,569.5762645760336,451.5674746385783,3983.7808570677876,159.32091557701693,3432.2847955554253,533.8328202210105,125.99190844714767,2014.0664553609788,81.06458253082069,5,6,0,0,1098.294969377332,700.3983731546025,11.449342123083458,7.8075623206403995,48.232995017939174,164.86031547476748,85.0055981102206,20.863380432914816,2055.782468738576,5,1,2,7,82,0,0,0,0.47574127074966543,70.14263494678556,57.832907547015054,83.54259987447983,246.24593328933443,0,0,0,0,0,0,66,3319.5932702619366,33,1672.9352564002204,4096,4096,50,50.78557519098224,3323.491575901701,547.7115553610279,11343.170455637231,804.6053141578218,7933.779337397791,3839.759478130207,15420.91217930547,699.554007875724,Probe
2786.9262526704506,29,20,3412.7213101670654,2388.07370891454,180.8244107932173,78.3713467287501,96.1538088945903,22.719763027354816,152.3272784248702,43.093241024604694,92.88998897462132,21.633751742384717,2018.1899699614205,7.247788779794446,1452.3630028481543,664.2998147834962,2261.022850287386,190.856241930591,10661.36129038512,911.4438424981568,104.94483269508068,530.587963870121,41.37929003428187,11882.011079706985,633.2265854805065,261.172846783967,772.4365880182525,71.23896908774434,4,7,0,0,1454.2378271309294,367.27627833146914,29.99131656680911,2.9563097726044663,45.4774368407158,277.5715425959347,106.74198289759113,52.43677972029451,3304.957244073228,2,3,1,21,23,0,0,0,1.2044439661837267,93.6128066834628,131.1111368211255,121.18157283663378,1249.4162373133563,0,0,0,0,0,0,43,1269.300614612937,11,1039.7520432831343,4096,2048,70,43.373204467992046,3494.1304682082355,1710.8505462020667,14542.42396080564,220.0484619697774,1216.7674896532144,966.2940557251325,10759.437610717014,585.0802404760348,Probe
5893.7231271510045,39,34,1157.0242112546243,1183.3778364475586,144.29071148925934,62.24630529628236,70.51561737274875,16.80472811941475,111.61075557188875,42.98572175239634,62.45704226576535,31.57327294105903,2381.368891986339,3.548763522289737,776.3181141041536,578.7398368980525,1424.2604766536876,279.60507991198847,6690.009498584062,457.460632729449,169.39731497299437,1668.7514783044817,173.72108046445206,9674.632729306471,753.755765265223,291.6390572446908,2018.040935487862,47.40695556510842,6,2,0,0,1363.229697174071,352.6024491351035,24.436986566946654,8.63505644610994,44.368649010091495,281.87912984443363,117.8692267909237,23.228297503510316,3377.892567329326,4,2,0,9,26,0,0,0,0.38900136331392143,61.308640308005444,98.02178717705439,110.59260590186129,1457.5881850660749,0,0,0,0,0,0,57,1209.882007733548,7,536.5597600974002,16384,4096,31,45.212317577669864,2516.149977981703,259.1401393589653,7765.112301541791,719.103072615916,2279.8101559049246,2435.4500980991947,11590.13801916168,802.9655848931964,Probe
14074.381139482268,25,25,4720.005989850332,2431.237083546858,62.82981840964941,55.38368886403497,142.27561751838616,11.448785869327843,97.42516756874805,69.13213150832019,128.46882692101852,15.4458444973523,2339.714667398307,20.490333265295945,1304.242888085799,768.6411146185793,2777.4793956127296,148.70011617626562,9066.262989123225,495.08301892395116,374.8965131724523,3302.198305301369,110.32189996979668,5333.519787935633,736.5291070587971,309.9456343656983,2285.0798050228386,16.709498194060846,4,3,0,0,958.9361855738557,546.3841960559698,11.014352207467896,1.996353930936227,41.00591340673252,180.56929793751243,90.58718736533821,35.755860572418655,2067.2071164893346,4,4,2,7,53,0,0,0,1.0561959312545486,47.06403085935276,79.12298856419491,119.33259075805955,524.9569240811212,0,0,0,0,0,0,36,3109.4436414741676,6,2471.0293707775786,16384,2048,15,93.21531063113459,2037.0160336003617,1574.041579638284,12759.350481082363,306.1207421324333,1320.1842929669408,2229.489037095469,14938.644073309599,1494.6718016087277,Probe
9509.53192533195,44,20,2314.1653158262757,480.5785157763801,70.1107179615854,58.20611394226418,127.72199263149547,33.05033617781257,129.04479457142514,79.5743790340129,85.07409981288586,14.573001166763682,1795.9190964903505,27.850884218104156,265.0326940723356,968.3726570012395,6210.220086614225,280.7718692135963,9786.757786238677,331.96324550758084,448.58452670065066,3900.1136954469125,185.58539523920325,2196.946440230936,610.2888925321303,240.39594796824963,2607.343455016103,61.547532092063875,9,7,0,0,637.6515908653982,616.5850060000694,16.106687429126296,9.63639503063721,34.626694029361744,229.95076338633297,98.53582540069522,48.75706112216446,1320.651828711501,2,3,1,17,113,0,0,0,1.3847648247395976,73.09423014281519,113.53630189829578,52.32567268449834,1137.8134910796452,0,0,0,0,0,0,31,2700.778823649008,23,1549.9242105163341,4096,4096,54,86.6569301375666,4640.401849335043,709.0459816250425,13308.031749444926,737.2220930904839,5045.839391829895,3331.7723292427754,5770.6332722269435,674.4806052741733,Probe
