Flow Duration,Total Fwd Packets,Total Backward Packets,Total Length of Fwd Packets,Total Length of Bwd Packets,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Min Packet Length,Max Packet Length,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWE Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Avg Fwd Segment Size,Avg Bwd Segment Size,Fwd Header Length.1,Fwd Avg Bytes/Bulk,Fwd Avg Packets/Bulk,Fwd Avg Bulk Rate,Bwd Avg Bytes/Bulk,Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,Init_Win_bytes_forward,Init_Win_bytes_backward,act_data_pkt_fwd,min_seg_size_forward,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
8128.758669165572,52,40,3814.821699535701,573.6062868620787,170.40625088187312,118.33092467800562,119.6229607590808,27.13082441377589,106.51881688754335,53.90085792540187,51.01094729646018,19.107770549029816,2718.9898171171008,40.194416618942064,725.2141756917741,494.57856569295416,1775.7814585300994,91.16321003787178,2864.5257639629235,264.5875813060735,177.11686606212598,255.17164352926363,97.90050449218793,5963.858849262109,382.8235444374669,119.51693499775837,679.1832461474405,48.70865539588303,15,6,0,0,1160.1775335733741,245.85941669152467,37.331339664916634,10.554377477255644,47.97458926988653,204.48535578360384,137.9007445794411,40.85393147055255,1432.6683852187364,4,2,1,15,15,0,0,0,0.40233447379697374,128.71020610069854,94.08208696333591,115.8699249477568,849.7042383147763,0,0,0,0,0,0,82,5643.830416698269,12,1169.4899329118984,4096,2048,62,77.76675123491218,1988.4752582810781,441.99413581576556,2561.3102181711547,293.048732333277,2920.7338956823783,1218.3568201615176,2957.001028754041,372.69183759791923,Brute Force
1878.6541564767197,41,22,2265.182145774551,1143.5122211984144,186.57363862164527,79.60534051992092,115.33173746833336,17.95132017578354,66.66281586653223,61.771829793802304,78.56477421251516,23.22691873249581,1960.0279414085278,22.065850389293054,804.607091805101,391.5304930452191,2495.713191621227,191.21644061444076,6528.013988442446,233.42369144805093,167.87153304165653,861.2770217169199,31.382833089263702,2235.752167907467,180.87488982423508,69.14809861133342,613.6337001512056,18.844926993534713,9,7,0,0,1889.612495438597,669.4163139951164,42.822030047390825,6.222135361022384,76.06695300907941,200.63615596305084,65.3731994084444,24.239382334824807,1048.850567652316,4,2,2,8,26,0,0,0,0.7571310030880188,62.349303957443816,134.130942365853,77.3361382390786,1591.8788276527996,0,0,0,0,0,0,21,7015.502349615163,27,723.8865918594973,8192,4096,95,62.4743272690047,291.6804437403208,585.5260161386852,2581.5029916032763,196.2186406951212,1938.421017442613,1155.8222777592307,2172.5639225940654,597.9577743828484,Brute Force
8419.751496228748,85,19,6052.899248286678,1085.2447975599987,196.99694751234927,99.8878194618275,106.19415091733644,13.150546511070328,107.98989020773183,49.886553209627095,80.06441750884906,14.94811288657182,3739.7283995635707,13.65724315509124,839.6842193837613,196.7595471572746,1609.9715674219376,156.74478535523008,5302.825277937306,188.6114083108718,89.51652641825858,597.5228581864933,61.50316589132993,2396.172479316934,451.87675518289603,186.54253281760606,547.7012399707653,53.43760661518354,19,7,0,0,1024.5011400823764,612.7872689674905,27.804328577784943,19.354044560955646,47.56687454406838,244.64728292974468,87.4276085505735,29.007465407484155,1838.8750141784615,3,1,0,27,22,0,0,0,0.3922444677606361,121.29203798424987,117.9121600552612,85.09822163144996,1396.8121369992523,0,0,0,0,0,0,54,6320.156933615324,21,1286.244423449472,4096,4096,60,61.85734621564192,729.65073455923,510.8158542577313,1790.7932573637001,289.8883360683385,2554.965819214303,746.570933063398,7350.896683404523,171.8550382153602,Brute Force
8561.01847780405,54,33,3253.9572742873543,1246.7879678115373,116.61139773842152,108.68362274066465,136.5322790088156,16.594449176553354,113.33313127000156,48.33599376642727,82.81451167967154,24.97947846454415,1214.776164678111,47.64031879820266,841.829249768507,487.49659292582146,948.9469015263326,50.56851318423921,921.4437084909825,376.1158158120225,135.9370448185134,431.48506982215173,80.15877172649684,2215.655733111317,132.897607438543,144.091919555224,454.64874232565535,46.85411187825453,17,9,0,0,1762.9826792226397,834.0389930345771,24.92394285877782,18.66522632830491,62.7459854471602,184.0841855078068,118.06994747962278,40.50497463399134,1700.098328606564,1,1,2,26,74,0,0,0,0.309738385189607,88.65081439155807,90.72880141966668,98.17307475179231,891.8510809544516,0,0,0,0,0,0,40,3631.9066834928367,19,1891.1359464895997,8192,2048,83,99.56742114110361,1820.1891653127093,300.5869800207427,3657.402936385792,313.8846554038847,2826.8911799053794,1098.4757445634696,5884.102989397031,103.11796818777819,Brute Force
5271.503758075508,59,40,3268.570214183051,2947.039084990854,90.2602349391412,103.34918822722756,83.83558734966985,10.148026789922966,105.12768379631103,49.67291792558159,117.58263791871039,11.462844530858035,1364.1587331569053,6.447511609737717,396.8376748110202,60.85025371804961,1747.2165881078176,106.06602213720767,1183.351666860699,158.0280246443373,169.7791673259833,801.3082048029763,46.28795395064831,4373.39551575371,446.036249484207,235.72990221483533,1711.8199526465305,42.51509049633172,18,8,0,0,1008.4238057813135,884.0783284985218,8.51128989285056,15.246937372467855,68.04331796565573,198.14072132822972,80.41403548852864,29.78928445470089,550.4694057655307,4,1,2,9,74,0,0,0,0.7489976392558432,110.68105027628744,122.53625783465495,83.04996359982704,649.6583187281728,0,0,0,0,0,0,88,7352.5444448577755,36,2470.8184890529437,4096,4096,71,80.08286429279295,1298.4959880008078,230.26829744803285,2897.983617423964,209.81032347203552,2050.512079852148,511.4862697954093,4323.566810202807,289.18109300726826,Brute Force
8877.746410811214,55,29,5730.170652574793,1036.6117849743891,198.74986307825338,92.0220224049103,93.11815969984256,23.153548675852605,84.7697931094277,89.2164576345848,71.57652356509593,24.80021145073046,3223.151534503821,42.99850170241985,165.53392262058,206.73473782378468,2343.717715415374,134.46121329471072,2198.550474323056,210.29131872936944,67.41981334775735,997.3812206903959,37.73398179858362,2268.892906801889,171.98410943562453,140.43732264695507,632.3544033341411,144.75974223286852,7,6,0,0,1861.287543934042,542.7784785252657,22.003969620277495,7.320355420811523,65.43025337470077,218.55280150108365,97.40567698019339,21.671206870802724,2328.871316445955,4,2,2,13,35,0,0,0,0.4609398254430603,66.18550342862461,106.48541843178391,107.2869189451616,427.2503377408057,0,0,0,0,0,0,51,7165.404761086822,37,1060.555349723545,8192,4096,41,70.20345724477173,545.5716816091672,364.59247539846456,2056.0064392646973,355.9353720557981,2046.1086798341921,727.7498932414661,4973.5217678574845,958.5687099927468,Brute Force
2018.9320894890584,55,18,1929.7827310955072,818.1637297787781,118.67848141054105,104.83950171817175,72.04034689052003,15.155493863657643,74.62375429998815,97.38866927833689,99.36971227797184,11.964955630022084,1433.5726344628756,43.61137454242745,271.2040267747718,498.6766400887521,1205.7578000284993,26.023215825211643,5774.781636921379,324.3392566628782,199.9679897650622,1242.7114676835677,45.73947064765772,4253.7018200806515,501.6387049458101,168.70616186968968,763.8814662498596,39.41478992009175,5,6,0,0,1756.9100506716882,504.34589799098825,17.899887135484285,20.535406239286864,41.27681367098174,209.3958270930342,129.89054425490173,32.30251247166822,965.5681388544973,4,2,1,17,34,0,0,0,0.7713726267503165,100.23003821273122,147.39411456664112,56.22457212207163,1164.090559301088,0,0,0,0,0,0,71,5546.429398741363,12,696.7675034212909,4096,4096,42,66.20137445591207,1323.8767198855564,146.0796325850668,2863.9055521942123,394.44237695884374,2697.0202474863345,968.192001233057,7310.848382988755,204.6413361396387,Brute Force
5092.247484330077,99,16,6020.971320580018,1000.0264736084084,135.20863930377953,75.91739266493508,106.12225719032695,25.381941851706074,128.58089464298956,70.94633726042342,114.98602906047357,12.484329741620659,1581.4010800365488,32.62128805289451,659.1673307951102,70.9430178042383,2019.444280967244,81.14286989631273,6181.586182308026,413.6475490453728,119.38768751846658,202.21654095294463,65.454751965831,4643.9589101960455,194.4509637650177,155.45442030801297,1941.73525980004,51.736177475174486,13,4,0,0,737.3676647648163,647.040667483197,47.74041955886029,15.999872971608157,52.1329248095064,213.85697780674542,109.987383807823,37.90775407188963,734.7950344654341,3,1,2,19,51,0,0,0,0.7946333726092087,87.97916726751868,147.24473746549268,56.734401916381614,1571.92018538769,0,0,0,0,0,0,31,1881.2852048501445,20,1927.1020883053109,4096,4096,74,88.76230884054642,362.98944107075374,750.5453671414193,2302.2992480316343,348.29942382010086,531.5027527844269,587.668425738759,7974.306293822026,485.05423842585924,Brute Force
8996.441849779192,69,17,5096.751071360211,1107.1616263281658,99.95113139616758,95.56624318458134,130.90479323619036,16.643098329053288,112.03841451089366,45.88746479196761,115.4633721320299,13.727235150351138,4988.775619280756,49.036449013240194,800.9411044022304,59.03019293313503,1858.6873009609083,26.498919883602184,7244.993786922916,405.3363136913313,195.02126778722294,990.897839094734,54.60641642601211,3402.458822099693,268.6821222053462,156.54631815186806,1380.2013913300955,140.61266505787881,15,5,0,0,1056.6657526824463,567.2505350043336,48.40312250432471,21.10806176595538,46.671668721996944,229.8489362608201,74.26394246686047,22.33295209573331,2157.8737780591464,3,1,0,14,56,0,0,0,0.584874115581645,116.6043533583006,104.34741898397246,56.39532161162137,1939.7948068854107,0,0,0,0,0,0,46,5657.724660176123,47,1759.0196347375697,8192,2048,38,65.9639157787758,1966.9679773188802,615.8309605201955,2311.4292813705883,263.9795197958506,766.8417050364937,928.5349630202943,1978.7969681108862,590.3697314073718,Brute Force
5974.261198865069,50,24,5244.6563500182365,922.4534230554458,182.93283151629367,115.85790690099265,131.99925195959264,28.81504905290012,87.20699137101113,91.66715010176627,84.22252000046197,10.786592450040944,3509.602695650305,35.78541218176455,358.23206238102114,62.37199923240652,999.6181477139083,85.95773405803848,2006.4529596310535,137.31347670782188,90.45031958880853,1450.3225986011284,77.60313396372659,2326.641366623446,573.8661972160161,204.32463390985782,1074.2643958882381,75.5620278537206,7,5,0,0,772.7872840735035,509.30575377096454,28.755337281952666,14.144629066795083,70.46947608850073,185.87978571573527,117.34384234431619,37.34275516306054,2419.875349506352,2,2,1,18,30,0,0,0,0.6188321422947285,112.36115733936938,76.77199476851285,116.51572239154027,571.0977015931903,0,0,0,0,0,0,62,3310.4956031440815,48,2755.9231074560994,4096,4096,94,78.30268494289206,1977.913199551594,514.9684457460498,1313.7726164549583,116.5032531909383,2290.2775889731274,265.51713251639626,4622.220245444474,233.39719882316496,Brute Force
